,date_time,city,state,country,shape,duration_seconds,latitude_deg,longitude_deg,date,time,year,zip_code
18409,1/19/13 15:00,Denver,CO,US,disk,10,39.7391667,-104.9841667,1/19/13,15:00,13,80203
18411,11/9/13 17:10,Cleveland (West Side Of),OH,US,other,180,41.4994444,-81.6955556,11/9/13,17:10,13,44113
18414,11/9/13 18:00,Farmingdale,NY,US,fireball,600,40.7325,-73.4458333,11/9/13,18:00,13,11735
18416,1/19/13 18:43,Grayson,GA,US,unknown,300,33.8941667,-83.9558333,1/19/13,18:43,13,30017
18419,11/9/13 19:15,Mccordsville,IN,US,fireball,1200,39.9080556,-85.9227778,11/9/13,19:15,13,46055
18421,11/9/13 19:40,Dobson,NC,US,light,180,36.3955556,-80.7227778,11/9/13,19:40,13,27017
18422,11/9/13 19:40,Mesa,AZ,US,formation,600,33.4222222,-111.8219444,11/9/13,19:40,13,85203
18423,11/9/13 19:44,Inverness,FL,US,light,600,28.8355556,-82.3305556,11/9/13,19:44,13,34450
18424,11/9/13 19:48,Pomfret,CT,US,light,600,41.8975,-71.9630556,11/9/13,19:48,13,06259
18425,11/9/13 19:50,Inverness,FL,US,light,600,28.8355556,-82.3305556,11/9/13,19:50,13,34450
18426,1/19/13 20:15,Augusta,MO,US,sphere,10,38.5725,-90.8819444,1/19/13,20:15,13,63332
18428,11/9/13 20:40,Overland Park,KS,US,fireball,300,38.9822222,-94.6705556,11/9/13,20:40,13,66204
18429,11/9/13 20:45,Gibsonia,PA,US,formation,1800,40.63,-79.9697222,11/9/13,20:45,13,15044
18430,11/9/13 20:45,Roanoke,VA,US,light,0,37.2708333,-79.9416667,11/9/13,20:45,13,24011
18432,1/19/13 21:00,Branford,CT,US,light,10,41.2794444,-72.8155556,1/19/13,21:00,13,06405
18433,1/19/13 21:00,Fairbanks,AK,US,fireball,120,64.8377778,-147.7163889,1/19/13,21:00,13,99701
18434,11/9/13 21:00,Ralston,NE,US,chevron,10,41.2052778,-96.0422222,11/9/13,21:00,13,68127
18435,11/9/13 21:00,Severna Park,MD,US,sphere,900,39.0702778,-76.5455556,11/9/13,21:00,13,21146
18436,11/9/13 21:20,Leavenworth,KS,US,fireball,300,39.3111111,-94.9222222,11/9/13,21:20,13,66048
18437,1/19/13 22:00,Eagle Mountain,UT,US,fireball,180,40.3141667,-112.0061111,1/19/13,22:00,13,84005
18438,1/19/13 22:00,Shelby,NC,US,light,5,35.2922222,-81.5358333,1/19/13,22:00,13,28150
18440,11/9/13 23:05,Vancouver,WA,US,oval,900,45.6388889,-122.6602778,11/9/13,23:05,13,98663
18441,11/9/13 23:30,Little Rock,AR,US,,0,34.7463889,-92.2894444,11/9/13,23:30,13,72201
18442,1/19/14 2:30,Southfield,MI,US,disk,900,42.4733333,-83.2219444,1/19/14,2:30,14,48075
18443,1/19/14 4:47,Nixon,TX,US,circle,1620,29.2672222,-97.7641667,1/19/14,4:47,14,78140
18444,1/19/14 7:00,Camp Verde,AZ,US,fireball,7200,34.5636111,-111.8536111,1/19/14,7:00,14,86322
18445,1/19/14 12:00,Dania Beach,FL,US,rectangle,300,26.0519444,-80.1441667,1/19/14,12:00,14,33004
18447,1/19/14 17:30,Pleasanton,CA,US,fireball,2,37.6625,-121.8736111,1/19/14,17:30,14,94566
18449,1/19/14 18:20,Harvey,LA,US,fireball,300,29.9033333,-90.0772222,1/19/14,18:20,14,70058
18450,1/19/14 18:36,Wellington,FL,US,light,240,26.6583333,-80.2416667,1/19/14,18:36,14,33414
18452,1/19/14 19:00,Vail,CO,US,flash,5,39.6402778,-106.3736111,1/19/14,19:00,14,81657
18453,1/19/14 19:17,Carlsbad,CA,US,circle,300,33.1580556,-117.3497222,1/19/14,19:17,14,92008
18454,1/19/14 19:20,Pflugerville,TX,US,formation,0,30.4391667,-97.6197222,1/19/14,19:20,14,78660
18455,1/19/14 19:20,Prescott Valley,AZ,US,circle,4,34.61,-112.315,1/19/14,19:20,14,86314
18456,1/19/14 19:30,Freehold,NJ,US,circle,420,40.26,-74.2741667,1/19/14,19:30,14,07728
18458,1/19/14 19:45,Las Cruces,NM,US,light,300,32.3122222,-106.7777778,1/19/14,19:45,14,88001
18459,1/19/14 20:00,Redwood Valley,CA,US,changing,0,39.2655556,-123.2033333,1/19/14,20:00,14,95470
18460,1/19/14 20:15,Prescott,AZ,US,fireball,10,34.54,-112.4677778,1/19/14,20:15,14,86303
18461,1/19/14 20:50,Walnut,CA,US,circle,0,34.0202778,-117.8644444,1/19/14,20:50,14,91789
18462,1/19/14 21:00,Elsmere,DE,US,light,3,39.7391667,-75.5983333,1/19/14,21:00,14,19805
18463,1/19/14 21:15,Delanco,NJ,US,light,240,40.0505556,-74.9538889,1/19/14,21:15,14,08075
18464,1/19/14 23:00,Portland,OR,US,light,3,45.5236111,-122.675,1/19/14,23:00,14,97209
18465,1/19/14 23:00,Raleigh,NC,US,circle,45,35.7719444,-78.6388889,1/19/14,23:00,14,27601
18466,1/19/14 23:00,Riverview,FL,US,other,600,27.8658333,-82.3266667,1/19/14,23:00,14,33578
18467,1/19/14 23:00,Wake Forest,NC,US,formation,120,35.9797222,-78.51,1/19/14,23:00,14,27587
18621,1/20/10 3:34,Gowanda,NY,US,fireball,5,42.4630556,-78.9361111,1/20/10,3:34,10,14070
18622,1/20/10 7:45,Walnut,IA,US,flash,60,41.4775,-95.2216667,1/20/10,7:45,10,51577
18624,1/20/10 12:00,San Jose,CA,US,disk,3600,37.3394444,-121.8938889,1/20/10,12:00,10,95110
18625,1/20/10 18:00,North Stonington,CT,US,light,1200,41.4408333,-71.8816667,1/20/10,18:00,10,06359
18626,1/20/10 18:45,Bandon,OR,US,other,900,43.1191667,-124.4072222,1/20/10,18:45,10,97411
18628,1/20/10 19:00,Poughkeepsie,NY,US,disk,900,41.7002778,-73.9213889,1/20/10,19:00,10,12601
18630,1/20/10 20:00,Batesville,AR,US,diamond,180,35.7697222,-91.6408333,1/20/10,20:00,10,72501
18631,1/20/10 20:00,New Port Richey,FL,US,fireball,120,28.2438889,-82.7194444,1/20/10,20:00,10,34652
18632,1/20/11 0:02,New Orleans,LA,US,light,1,29.9544444,-90.075,1/20/11,0:02,11,70112
18634,1/20/11 7:00,La Crosse,WI,US,cigar,1800,43.8013889,-91.2394444,1/20/11,7:00,11,54601
18635,1/20/11 7:00,Scottsdale,AZ,US,light,900,33.5091667,-111.8983333,1/20/11,7:00,11,85250
18636,1/20/11 9:00,Sanford,MI,US,flash,30,43.6727778,-84.3805556,1/20/11,9:00,11,48657
18639,1/20/11 20:33,Colorado Springs,CO,US,light,45,38.8338889,-104.8208333,1/20/11,20:33,11,80903
18640,1/20/12 0:30,Kankakee,IL,US,fireball,5,41.12,-87.8611111,1/20/12,0:30,12,60901
18641,1/20/12 5:00,Hunter,NY,US,rectangle,60,42.2136111,-74.2191667,1/20/12,5:00,12,12450
18643,1/20/12 5:54,Tonawanda,NY,US,other,600,43.0202778,-78.8805556,1/20/12,5:54,12,14150
18646,1/20/12 18:30,Oakland Park,FL,US,oval,900,26.1719444,-80.1322222,1/20/12,18:30,12,33334
18648,1/20/12 19:20,Daytona Beach Shores,FL,US,unknown,600,29.1758333,-80.9830556,1/20/12,19:20,12,32118
18649,1/20/12 19:30,Sarasota,FL,US,light,900,27.3361111,-82.5308333,1/20/12,19:30,12,34237
18650,1/20/12 19:42,Morganton,NC,US,triangle,3,35.7452778,-81.685,1/20/12,19:42,12,28655
18651,1/20/12 20:00,Manchester,NH,US,light,120,42.9955556,-71.4552778,1/20/12,20:00,12,03104
18652,1/20/12 20:30,Daytona Beach,FL,US,oval,300,29.2105556,-81.0230556,1/20/12,20:30,12,32114
18653,1/20/12 20:35,Phoenix,AZ,US,unknown,180,33.4483333,-112.0733333,1/20/12,20:35,12,85004
18654,1/20/12 20:55,Martins Creek,PA,US,light,900,40.7833333,-75.1866667,1/20/12,20:55,12,18013
18655,1/20/12 21:00,Rising Fawn,GA,US,sphere,0,34.76,-85.5311111,1/20/12,21:00,12,30738
18656,1/20/12 22:20,Silver City,NM,US,changing,1200,32.77,-108.2797222,1/20/12,22:20,12,88061
18657,1/20/12 22:30,Chandler,AZ,US,circle,1800,33.3061111,-111.8405556,1/20/12,22:30,12,85225
18658,1/20/12 23:00,Akron,OH,US,chevron,2,41.0813889,-81.5191667,1/20/12,23:00,12,44308
18659,1/20/12 23:00,Hopewell,VA,US,unknown,3600,37.3041667,-77.2875,1/20/12,23:00,12,23860
18661,1/20/13 15:00,Port Everglades,FL,US,circle,900,26.0966667,-80.1275,1/20/13,15:00,13,33316
18662,1/20/13 16:00,Phoenix,AZ,US,circle,20,33.4483333,-112.0733333,1/20/13,16:00,13,85004
18663,1/20/13 18:50,Lawrence,KS,US,other,900,38.9716667,-95.235,1/20/13,18:50,13,66044
18664,1/20/13 19:00,Indian Harbour Beach,FL,US,fireball,300,28.1486111,-80.5886111,1/20/13,19:00,13,32937
18665,1/20/13 21:00,Flomaton,AL,US,circle,600,31.0,-87.2608333,1/20/13,21:00,13,36441
18666,1/20/13 21:25,Falls Church,VA,US,light,180,38.8822222,-77.1713889,1/20/13,21:25,13,22046
18667,1/20/13 22:00,Los Angeles,CA,US,cone,1800,34.0522222,-118.2427778,1/20/13,22:00,13,90012
18669,1/20/13 23:50,Falls Church,VA,US,light,0,38.8822222,-77.1713889,1/20/13,23:50,13,22046
18670,1/20/14 3:23,Spokane,WA,US,triangle,10,47.6588889,-117.425,1/20/14,3:23,14,99201
18671,1/20/14 14:45,Atlanta,GA,US,cylinder,180,33.7488889,-84.3880556,1/20/14,14:45,14,30334
18672,1/20/14 16:40,El Cajon,CA,US,other,1200,32.7947222,-116.9616667,1/20/14,16:40,14,92020
18673,1/20/14 17:00,New York City (Brooklyn),NY,US,cylinder,0,40.7141667,-74.0063889,1/20/14,17:00,14,10007
18674,1/20/14 17:10,Appleton,WI,US,light,300,44.2619444,-88.4152778,1/20/14,17:10,14,54911
18675,1/20/14 17:24,Old Hickory,TN,US,light,10,36.2597222,-86.6477778,1/20/14,17:24,14,37138
18677,1/20/14 18:00,Litchfield Park,AZ,US,oval,180,33.4933333,-112.3572222,1/20/14,18:00,14,85340
18678,1/20/14 18:00,Marshall,OK,US,other,60,36.1538889,-97.6252778,1/20/14,18:00,14,73056
18679,1/20/14 19:15,Jupiter,FL,US,changing,420,26.9338889,-80.0944444,1/20/14,19:15,14,33458
18680,1/20/14 19:30,Madison,AL,US,triangle,60,34.6991667,-86.7483333,1/20/14,19:30,14,35758
18681,1/20/14 19:45,Morganton,NC,US,circle,300,35.7452778,-81.685,1/20/14,19:45,14,28655
18682,1/20/14 20:00,San Antonio,TX,US,fireball,120,29.4238889,-98.4933333,1/20/14,20:00,14,78205
18683,1/20/14 20:00,Wappapello,MO,US,light,10800,36.9355556,-90.2708333,1/20/14,20:00,14,63966
18684,1/20/14 20:05,San Antonio,TX,US,fireball,120,29.4238889,-98.4933333,1/20/14,20:05,14,78205
18687,1/20/14 21:13,Carnation,WA,US,triangle,15,47.6480556,-121.9127778,1/20/14,21:13,14,98014
18688,1/20/14 21:30,Summerville,SC,US,light,0,33.0183333,-80.1758333,1/20/14,21:30,14,29483
18689,1/20/14 22:30,Sacramento,CA,US,triangle,120,38.5816667,-121.4933333,1/20/14,22:30,14,95814
18690,1/20/14 23:25,Salem,NJ,US,triangle,0,39.5716667,-75.4675,1/20/14,23:25,14,08079
18854,12/10/10 1:30,Newtown,CT,US,rectangle,60,41.4138889,-73.3038889,12/10/10,1:30,10,06470
18855,12/10/10 4:30,Rice Lake,WI,US,circle,420,45.5061111,-91.7380556,12/10/10,4:30,10,54868
18856,12/10/10 4:35,Richmond,VA,US,cylinder,180,37.5536111,-77.4605556,12/10/10,4:35,10,23220
18857,12/10/10 5:45,Richmond,VA,US,disk,120,37.5536111,-77.4605556,12/10/10,5:45,10,23220
18858,12/10/10 6:00,Roanoke,VA,US,disk,180,37.2708333,-79.9416667,12/10/10,6:00,10,24011
18859,12/10/10 6:30,Nashville,TN,US,disk,600,36.1658333,-86.7844444,12/10/10,6:30,10,37219
18860,12/10/10 8:20,Houston,TX,US,disk,300,29.7630556,-95.3630556,12/10/10,8:20,10,77002
18861,12/10/10 10:08,Boscobel,WI,US,circle,300,43.1344444,-90.7052778,12/10/10,10:08,10,53805
18862,12/10/10 11:00,Lafayette,CO,US,disk,10,39.9936111,-105.0891667,12/10/10,11:00,10,80026
18863,12/10/10 12:00,Tulsa,OK,US,cigar,10,36.1538889,-95.9925,12/10/10,12:00,10,74103
18864,12/10/10 14:00,Rohnert Park,CA,US,sphere,60,38.3397222,-122.7,12/10/10,14:00,10,94928
18865,12/10/10 15:00,Clearwater,FL,US,fireball,900,27.9655556,-82.8002778,12/10/10,15:00,10,33755
18866,12/10/10 18:30,Port Huron,MI,US,light,60,42.9708333,-82.425,12/10/10,18:30,10,48060
18868,12/10/10 23:00,Mandeville,LA,US,cigar,120,30.3580556,-90.0655556,12/10/10,23:00,10,70448
18870,12/10/11 13:00,Perryville,MO,US,triangle,10,37.7241667,-89.8611111,12/10/11,13:00,11,63775
18871,12/10/11 17:30,Ocotillo Wells (Near),CA,US,light,10800,33.1444444,-116.1333333,12/10/11,17:30,11,92004
18872,12/10/11 17:50,Florence,SC,US,unknown,180,34.1952778,-79.7627778,12/10/11,17:50,11,29506
18873,12/10/11 18:30,Colorado Springs,CO,US,unknown,30,38.8338889,-104.8208333,12/10/11,18:30,11,80903
18875,12/10/11 22:04,Medford,NJ,US,oval,1800,39.9008333,-74.8238889,12/10/11,22:04,11,08055
18878,12/10/12 5:30,Omaha,NE,US,sphere,900,41.2586111,-95.9375,12/10/12,5:30,12,68102
18879,12/10/12 17:00,Salisbury,VT,US,triangle,1200,43.8963889,-73.1002778,12/10/12,17:00,12,05769
18880,12/10/12 18:30,Eagle Rock,CA,US,disk,600,34.1388889,-118.2130556,12/10/12,18:30,12,90041
18881,12/10/12 18:30,Pasadena,CA,US,unknown,600,34.1477778,-118.1436111,12/10/12,18:30,12,91101
18882,12/10/12 18:35,Des Moines,IA,US,circle,180,41.6005556,-93.6088889,12/10/12,18:35,12,50316
18883,12/10/12 19:00,Sunset Beach,NC,US,light,600,33.8805556,-78.5125,12/10/12,19:00,12,28468
18884,12/10/12 19:15,Longmont,CO,US,fireball,240,40.1672222,-105.1013889,12/10/12,19:15,12,80501
18886,12/10/12 20:00,Fort Myers,FL,US,fireball,180,26.6402778,-81.8725,12/10/12,20:00,12,33901
18887,12/10/12 20:00,Loris,SC,US,light,60,34.0561111,-78.8905556,12/10/12,20:00,12,29569
18888,12/10/12 20:00,Spring Valley,AZ,US,light,1200,34.345,-112.1583333,12/10/12,20:00,12,86333
18889,12/10/12 20:05,Little River,SC,US,light,30,33.8730556,-78.6144444,12/10/12,20:05,12,29566
18890,12/10/12 21:00,Apple Valley,CA,US,unknown,0,34.5008333,-117.185,12/10/12,21:00,12,92307
18891,12/10/12 21:00,Grand Junction,CO,US,,900,39.0638889,-108.55,12/10/12,21:00,12,81501
18892,12/10/12 22:00,Talihina,OK,US,light,30,34.7513889,-95.0477778,12/10/12,22:00,12,74571
18893,12/10/12 22:45,Miami,FL,US,cigar,1,25.7738889,-80.1938889,12/10/12,22:45,12,33130
18895,12/10/13 8:50,Evans,GA,US,circle,4,33.5336111,-82.1308333,12/10/13,8:50,13,30809
18897,12/10/13 17:00,Spring Hill,TN,US,light,3600,35.7511111,-86.93,12/10/13,17:00,13,37174
18898,12/10/13 18:00,Abbeville,LA,US,light,1800,29.9744444,-92.1341667,12/10/13,18:00,13,70510
18899,12/10/13 18:00,Bridgeport,CT,US,oval,10,41.1669444,-73.2052778,12/10/13,18:00,13,06605
18900,12/10/13 18:00,Hartland,MI,US,sphere,4,42.6566667,-83.7530556,12/10/13,18:00,13,48353
18901,12/10/13 18:30,Grovetown,GA,US,unknown,120,33.4502778,-82.1983333,12/10/13,18:30,13,30813
18902,12/10/13 18:30,Lawton,OK,US,triangle,180,34.6086111,-98.39,12/10/13,18:30,13,73501
18903,12/10/13 19:00,Great Falls,MT,US,,1800,47.5002778,-111.3,12/10/13,19:00,13,59405
18904,12/10/13 19:08,Phoenix,AZ,US,rectangle,15,33.4483333,-112.0733333,12/10/13,19:08,13,85004
18905,12/10/13 19:55,Yorktown,VA,US,fireball,240,37.2386111,-76.51,12/10/13,19:55,13,23690
18906,12/10/13 20:00,Belton,MO,US,light,180,38.8119444,-94.5316667,12/10/13,20:00,13,64012
18907,12/10/13 20:00,Belton,MO,US,sphere,240,38.8119444,-94.5316667,12/10/13,20:00,13,64012
18908,12/10/13 20:00,Overland Park,KS,US,light,30,38.9822222,-94.6705556,12/10/13,20:00,13,66204
18909,12/10/13 20:05,Orlando,FL,US,light,60,28.5380556,-81.3794444,12/10/13,20:05,13,32801
18910,12/10/13 21:00,Goodyear,AZ,US,light,600,33.4352778,-112.3575,12/10/13,21:00,13,85323
18911,12/10/13 22:00,Zim,MN,US,circle,600,47.3069444,-92.6030556,12/10/13,22:00,13,55738
18912,12/10/13 22:20,Metairie,LA,US,light,300,29.9838889,-90.1527778,12/10/13,22:20,13,70001
18914,12/10/13 23:15,Fairbanks,AK,US,unknown,14,64.8377778,-147.7163889,12/10/13,23:15,13,99701
18915,12/10/13 23:50,Anchorage,AK,US,light,180,61.2180556,-149.9002778,12/10/13,23:50,13,99501
19020,12/11/10 3:30,Newport,NJ,US,sphere,15,39.2966667,-75.1769444,12/11/10,3:30,10,08345
19021,12/11/10 5:15,Ft. Pierce,FL,US,fireball,3,27.4463889,-80.3258333,12/11/10,5:15,10,34950
19022,12/11/10 5:36,Temecula,CA,US,cone,3600,33.4936111,-117.1475,12/11/10,5:36,10,92590
19023,12/11/10 11:00,Newark,NJ,US,other,15,40.7355556,-74.1727778,12/11/10,11:00,10,07102
19024,12/11/10 19:00,Springfield,NH,US,triangle,120,43.495,-72.0338889,12/11/10,19:00,10,03284
19025,12/11/10 20:38,Jensen Beach,FL,US,light,120,27.2541667,-80.23,12/11/10,20:38,10,34957
19026,12/11/10 21:00,Albuquerque,NM,US,oval,120,35.0844444,-106.6505556,12/11/10,21:00,10,87102
19028,12/11/10 22:55,Coral Springs,FL,US,light,25,26.2708333,-80.2708333,12/11/10,22:55,10,33065
19030,12/11/11 0:00,Hazard,KY,US,,0,37.2494444,-83.1933333,12/11/11,0:00,11,41701
19031,12/11/11 3:45,Highland,IN,US,unknown,7200,39.7944444,-87.3958333,12/11/11,3:45,11,47854
19032,12/11/11 4:00,Lathrop,CA,US,oval,300,37.8227778,-121.2755556,12/11/11,4:00,11,95330
19033,12/11/11 7:18,Saco,ME,US,formation,600,43.5008333,-70.4433333,12/11/11,7:18,11,04072
19034,12/11/11 8:42,Yardville,NJ,US,oval,60,40.1811111,-74.6647222,12/11/11,8:42,11,08620
19035,12/11/11 18:01,New Paris,IN,US,sphere,10,41.5002778,-85.8280556,12/11/11,18:01,11,46553
19036,12/11/11 18:01,New Paris,IN,US,sphere,15,41.5002778,-85.8280556,12/11/11,18:01,11,46553
19037,12/11/11 18:20,Avalon,CA,US,light,10,33.3427778,-118.3269444,12/11/11,18:20,11,90704
19038,12/11/11 20:00,Eureka Springs,AR,US,light,300,36.4011111,-93.7377778,12/11/11,20:00,11,72632
19039,12/11/11 20:01,Belton,MO,US,light,120,38.8119444,-94.5316667,12/11/11,20:01,11,64012
19040,12/11/11 20:08,Washington,DC,US,cylinder,4,38.895,-77.0366667,12/11/11,20:08,11,20502
19041,12/11/11 20:30,Hazard,KY,US,unknown,0,37.2494444,-83.1933333,12/11/11,20:30,11,41701
19042,12/11/11 21:00,Mazon,IL,US,light,2,41.2413889,-88.4194444,12/11/11,21:00,11,60444
19045,12/11/12 2:00,Berlin,NH,US,light,10,44.4686111,-71.1855556,12/11/12,2:00,12,03570
19046,12/11/12 4:30,Spokane Valley,WA,US,egg,600,47.6733333,-117.2383333,12/11/12,4:30,12,99216
19047,12/11/12 5:00,Lisbon,OH,US,sphere,3600,40.7719444,-80.7683333,12/11/12,5:00,12,44432
19049,12/11/12 6:20,Marshall,NC,US,flash,10800,35.7972222,-82.6841667,12/11/12,6:20,12,28753
19050,12/11/12 10:30,Arroyo Grande,CA,US,triangle,45,35.1186111,-120.5897222,12/11/12,10:30,12,93420
19051,12/11/12 10:30,Salt Lake City,UT,US,flash,10,40.7608333,-111.8902778,12/11/12,10:30,12,84111
19052,12/11/12 15:00,Sacramento,CA,US,changing,7200,38.5816667,-121.4933333,12/11/12,15:00,12,95814
19053,12/11/12 15:25,Natick,MA,US,circle,120,42.2833333,-71.35,12/11/12,15:25,12,01760
19054,12/11/12 18:00,Kaylor,SD,US,light,120,43.1880556,-97.8383333,12/11/12,18:00,12,57354
19055,12/11/12 18:15,Pittsburg,CA,US,unknown,20,38.0280556,-121.8836111,12/11/12,18:15,12,94565
19057,12/11/12 21:00,Nashville,TN,US,light,3,36.1658333,-86.7844444,12/11/12,21:00,12,37219
19058,12/11/12 21:28,Sedona,AZ,US,teardrop,15,34.8697222,-111.7602778,12/11/12,21:28,12,86336
19059,12/11/12 22:00,Carterville,MO,US,flash,0,37.1491667,-94.4427778,12/11/12,22:00,12,64835
19060,12/11/12 22:00,Fords,NJ,US,diamond,300,40.5291667,-74.3163889,12/11/12,22:00,12,08837
19061,12/11/12 22:00,Park,KS,US,triangle,0,39.1125,-100.3583333,12/11/12,22:00,12,67751
19062,12/11/12 22:30,Sunshine,AR,US,unknown,180,33.1869444,-91.5294444,12/11/12,22:30,12,71661
19063,12/11/13 3:00,Bemidji,MN,US,diamond,900,47.4736111,-94.88,12/11/13,3:00,13,56601
19064,12/11/13 8:25,Anchorage,AK,US,fireball,2,61.2180556,-149.9002778,12/11/13,8:25,13,99501
19065,12/11/13 16:45,Brea,CA,US,other,180,33.9166667,-117.8991667,12/11/13,16:45,13,92821
19066,12/11/13 16:45,Dane,WI,US,formation,30,43.2505556,-89.5013889,12/11/13,16:45,13,53529
19067,12/11/13 16:50,Reno,NV,US,oval,1800,39.5297222,-119.8127778,12/11/13,16:50,13,89501
19068,12/11/13 16:54,West Ossipee,NH,US,formation,60,43.6852778,-71.1172222,12/11/13,16:54,13,03864
19069,12/11/13 17:00,Chocorua,NH,US,formation,180,43.8788889,-71.2202778,12/11/13,17:00,13,03817
19070,12/11/13 17:30,Mukwonago,WI,US,light,120,42.8666667,-88.3333333,12/11/13,17:30,13,53149
19071,12/11/13 17:45,Larsen,WI,US,teardrop,900,44.1916667,-88.6238889,12/11/13,17:45,13,54947
19072,12/11/13 18:00,Birmingham,MI,US,cylinder,4,42.5466667,-83.2113889,12/11/13,18:00,13,48009
19073,12/11/13 18:25,Powell,WY,US,chevron,10,44.7538889,-108.7566667,12/11/13,18:25,13,82435
19074,12/11/13 19:00,Edmond,OK,US,other,5400,35.6527778,-97.4777778,12/11/13,19:00,13,73034
19075,12/11/13 19:45,Oak Harbor,WA,US,unknown,0,48.2933333,-122.6419444,12/11/13,19:45,13,98277
19076,12/11/13 20:29,Covina,CA,US,oval,90,34.09,-117.8894444,12/11/13,20:29,13,91723
19440,12/1/10 3:00,Belton,TX,US,other,300,31.0558333,-97.4641667,12/1/10,3:00,10,76513
19441,1/21/10 5:30,Saint Charles,IA,US,other,900,41.2883333,-93.8091667,1/21/10,5:30,10,50240
19442,12/1/10 8:20,Huntsville,AL,US,other,15,34.7302778,-86.5861111,12/1/10,8:20,10,35801
19443,12/1/10 9:30,Carterville,IL,US,triangle,180,37.76,-89.0772222,12/1/10,9:30,10,62918
19444,12/1/10 17:30,Bakersfield,CA,US,other,3600,35.3733333,-119.0177778,12/1/10,17:30,10,93301
19445,1/21/10 18:05,Rochester,NY,US,circle,2400,43.1547222,-77.6158333,1/21/10,18:05,10,14614
19447,12/1/10 19:00,Stanwood,WA,US,oval,7,48.2413889,-122.3694444,12/1/10,19:00,10,98292
19449,12/1/10 21:15,Melbourne,FL,US,chevron,5,28.0833333,-80.6083333,12/1/10,21:15,10,32901
19450,12/1/10 21:30,Orinda,CA,US,triangle,180,37.8772222,-122.1786111,12/1/10,21:30,10,94563
19451,12/1/10 22:00,The Woodlands,TX,US,sphere,120,30.1577778,-95.4891667,12/1/10,22:00,10,77381
19452,1/21/10 22:19,San Antonio,TX,US,sphere,0.5,29.4238889,-98.4933333,1/21/10,22:19,10,78205
19453,1/21/10 22:45,Bloomfield,NJ,US,other,300,40.8066667,-74.1858333,1/21/10,22:45,10,07003
19455,12/1/11 0:05,Farmingdale,NY,US,light,420,40.7325,-73.4458333,12/1/11,0:05,11,11735
19456,12/1/11 0:10,Blaine,WA,US,other,60,48.9938889,-122.7458333,12/1/11,0:10,11,98230
19457,12/1/11 1:30,Kirkland,WA,US,triangle,1800,47.6816667,-122.2075,12/1/11,1:30,11,98033
19458,12/1/11 2:00,Natchitoches,LA,US,triangle,5,31.7605556,-93.0861111,12/1/11,2:00,11,71457
19459,1/21/11 3:58,Church Hill,TN,US,circle,600,36.5222222,-82.7136111,1/21/11,3:58,11,37642
19460,12/1/11 5:00,Burton,MI,US,circle,0,42.9994444,-83.6163889,12/1/11,5:00,11,48519
19461,1/21/11 6:00,Harvard,IL,US,other,1800,42.4222222,-88.6136111,1/21/11,6:00,11,60033
19462,12/1/11 6:06,Bishop,CA,US,other,90,37.3636111,-118.3941667,12/1/11,6:06,11,93514
19463,12/1/11 7:30,Bemidji,MN,US,circle,120,47.4736111,-94.88,12/1/11,7:30,11,56601
19464,1/21/11 10:50,Midland,TX,US,formation,150,31.9972222,-102.0775,1/21/11,10:50,11,79701
19466,12/1/11 15:30,Durham,NC,US,disk,30,35.9938889,-78.8988889,12/1/11,15:30,11,27701
19467,12/1/11 17:10,Gastonia,NC,US,fireball,1200,35.2619444,-81.1875,12/1/11,17:10,11,28052
19468,1/21/11 17:11,Warwick,RI,US,light,10,41.7,-71.4166667,1/21/11,17:11,11,02889
19469,1/21/11 17:15,North Eastham,MA,US,fireball,5,41.865,-69.9916667,1/21/11,17:15,11,02642
19470,1/21/11 17:15,Sutton (South Worcester Co.),MA,US,triangle,10,42.15,-71.7633333,1/21/11,17:15,11,01590
19471,12/1/11 18:00,Davie,FL,US,circle,120,26.0625,-80.2333333,12/1/11,18:00,11,33314
19472,12/1/11 18:10,Davie,FL,US,circle,600,26.0625,-80.2333333,12/1/11,18:10,11,33314
19473,1/21/11 18:45,Napa,CA,US,triangle,15,38.2972222,-122.2844444,1/21/11,18:45,11,94559
19474,12/1/11 19:00,Holden Beach,NC,US,egg,10800,33.9133333,-78.3041667,12/1/11,19:00,11,28462
19475,12/1/11 19:00,Louisville,KY,US,light,60,38.2541667,-85.7594444,12/1/11,19:00,11,40202
19476,12/1/11 19:00,Rogers,AR,US,triangle,1200,36.3319444,-94.1183333,12/1/11,19:00,11,72756
19477,12/1/11 19:30,Myrtle Beach,SC,US,formation,600,33.6888889,-78.8869444,12/1/11,19:30,11,29577
19478,12/1/11 19:45,Manassas,VA,US,formation,180,38.7508333,-77.4755556,12/1/11,19:45,11,20110
19481,12/1/11 22:00,Palm Springs,CA,US,fireball,15,33.8302778,-116.5444444,12/1/11,22:00,11,92262
19482,12/1/11 22:30,Burke,VA,US,triangle,60,38.7933333,-77.2719444,12/1/11,22:30,11,22015
19483,12/1/11 23:15,New York City (Brooklyn),NY,US,other,30,40.7141667,-74.0063889,12/1/11,23:15,11,10007
19485,1/21/12 0:30,Long Beach,CA,US,sphere,1200,33.7669444,-118.1883333,1/21/12,0:30,12,90802
19487,1/21/12 6:36,Durango,CO,US,triangle,10,37.2752778,-107.8794444,1/21/12,6:36,12,81301
19488,12/1/12 11:35,Seattle,WA,US,oval,60,47.6063889,-122.3308333,12/1/12,11:35,12,98104
